,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS,GAME_DATE_EST,GAME_STATUS_TEXT,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,TEAM_ID_home,PTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,TEAM_ID_away,PTS_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,HOME_TEAM_WINS,HOME,OPP_RANK,PL_RATING,OPP_RATING
45,42100233,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,34:42,7.0,14.0,0.5,2.0,8.0,0.25,14.0,14.0,1.0,0.0,2.0,2.0,6.0,1.0,0.0,1.0,2.0,30.0,21.0,2022-05-07,Final,1610612744,1610612763,2021,1610612744,142.0,0.624,0.905,0.531,34.0,38.0,1610612763,112.0,0.435,0.762,0.372,21.0,30.0,1,1,0.25,28.2,113.0
46,42100232,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,39:26,11.0,25.0,0.44,3.0,11.0,0.273,2.0,2.0,1.0,3.0,6.0,9.0,8.0,1.0,0.0,5.0,1.0,27.0,-11.0,2022-05-03,Final,1610612763,1610612744,2021,1610612763,106.0,0.396,0.952,0.311,17.0,49.0,1610612744,101.0,0.421,0.778,0.184,27.0,52.0,1,0,0.25,29.6,112.6
47,42100231,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,37:05,8.0,20.0,0.4,5.0,12.0,0.417,3.0,4.0,0.75,0.0,3.0,3.0,4.0,0.0,1.0,1.0,5.0,24.0,-9.0,2022-05-01,Final,1610612763,1610612744,2021,1610612763,116.0,0.432,0.75,0.4,26.0,46.0,1610612744,117.0,0.484,0.65,0.368,31.0,52.0,0,0,0.25,28.0,114.2
48,42100165,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,37:50,10.0,22.0,0.455,5.0,11.0,0.455,5.0,7.0,0.714,1.0,4.0,5.0,5.0,2.0,0.0,5.0,2.0,30.0,7.0,2022-04-27,Final,1610612744,1610612743,2021,1610612744,102.0,0.451,0.714,0.419,28.0,37.0,1610612743,98.0,0.444,0.69,0.207,26.0,50.0,1,1,0.25,22.6,118.6
49,42100164,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,,,36:50,10.0,23.0,0.435,3.0,11.0,0.273,10.0,14.0,0.714,0.0,3.0,3.0,8.0,4.0,1.0,2.0,1.0,33.0,-4.0,2022-04-24,Final,1610612743,1610612744,2021,1610612743,126.0,0.562,0.806,0.484,28.0,33.0,1610612744,121.0,0.5,0.719,0.353,26.0,36.0,1,0,0.25,25.4,117.8
50,42100163,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,,,30:43,9.0,17.0,0.529,3.0,9.0,0.333,6.0,8.0,0.75,0.0,3.0,3.0,6.0,0.0,0.0,4.0,3.0,27.0,3.0,2022-04-21,Final,1610612743,1610612744,2021,1610612743,113.0,0.5,0.815,0.423,25.0,44.0,1610612744,118.0,0.554,0.643,0.45,29.0,30.0,0,0,0.25,21.6,114.6
51,42100162,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,,,22:57,12.0,17.0,0.706,5.0,10.0,0.5,5.0,7.0,0.714,0.0,3.0,3.0,4.0,1.0,1.0,2.0,3.0,34.0,32.0,2022-04-18,Final,1610612744,1610612743,2021,1610612744,126.0,0.548,0.708,0.425,27.0,35.0,1610612743,106.0,0.425,0.905,0.361,20.0,47.0,1,1,0.25,21.6,119.2
52,42100161,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,,,21:41,5.0,13.0,0.385,3.0,6.0,0.5,3.0,3.0,1.0,2.0,1.0,3.0,4.0,1.0,0.0,1.0,1.0,16.0,17.0,2022-04-16,Final,1610612744,1610612743,2021,1610612744,123.0,0.524,0.724,0.457,33.0,41.0,1610612743,107.0,0.462,0.769,0.314,26.0,35.0,1,1,0.25,21.4,123.8
53,22101042,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,13:41,1.0,4.0,0.25,1.0,4.0,0.25,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,4.0,2.0,3.0,-5.0,2022-03-16,Final,1610612744,1610612738,2021,1610612744,88.0,0.372,0.813,0.229,19.0,38.0,1610612738,110.0,0.469,0.864,0.375,23.0,53.0,0,1,0.6,26.8,113.4
54,22101025,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,35:26,16.0,25.0,0.64,7.0,14.0,0.5,8.0,8.0,1.0,0.0,6.0,6.0,6.0,1.0,0.0,2.0,1.0,47.0,17.0,2022-03-14,Final,1610612744,1610612764,2021,1610612744,126.0,0.536,0.818,0.4,26.0,44.0,1610612764,112.0,0.512,0.783,0.385,28.0,35.0,1,1,0.0,21.6,116.6
55,22101008,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,33:09,3.0,7.0,0.429,2.0,4.0,0.5,0.0,0.0,0.0,1.0,4.0,5.0,8.0,1.0,1.0,4.0,1.0,8.0,14.0,2022-03-12,Final,1610612744,1610612749,2021,1610612744,122.0,0.484,0.933,0.4,33.0,55.0,1610612749,109.0,0.413,0.696,0.386,27.0,39.0,1,1,0.4,26.8,127.2
